payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu,flag_r1,flag_r2,flag_r3,duplicate_score,predicted_duplicate
PMT-010563,INV-68407,V1014,IT Services,BU_Central,2023-05-18,67436.93,0,0,0,0,0,0,0,0
PMT-004312,INV-90632,V1066,Logistics,BU_Central,2023-05-18,8035.67,0,0,0,0,0,0,0,0
PMT-011980,INV-96038,V1099,Logistics,BU_North,2023-05-18,10178.68,0,0,1,0,0,0,0,0
PMT-007049,INV-53802,V1045,IT Services,BU_East,2023-05-18,47202.65,0,0,0,0,0,0,0,0
PMT-002071,INV-50383,V1050,Facilities,BU_South,2023-05-18,3953.12,0,0,1,0,0,0,0,0
PMT-002272,INV-11769,V1076,Facilities,BU_South,2023-05-18,2768.75,0,0,1,0,0,0,0,0
PMT-006786,INV-11365,V1074,Consulting,BU_North,2023-05-18,9825.94,0,0,1,0,0,0,0,0
PMT-007234,INV-65558,V1037,Logistics,BU_West,2023-05-18,5367.6,0,0,0,0,0,0,0,0
PMT-014931,INV-79553,V1021,Office Supplies,BU_West,2023-05-18,1970.39,0,0,0,0,0,0,0,0
PMT-010526,INV-39510,V1002,IT Services,BU_West,2023-05-18,45343.6,0,0,0,0,0,0,0,0
PMT-005378,INV-60002,V1076,IT Services,BU_South,2023-05-18,16555.68,0,0,1,0,0,0,0,0
PMT-002393,INV-98250,V1053,IT Services,BU_East,2023-05-18,36304.61,0,0,0,0,0,0,0,0
PMT-004256,INV-43353,V1054,Office Supplies,BU_North,2023-05-18,1334.87,0,0,1,0,0,0,0,0
PMT-002163,INV-96155,V1072,Consulting,BU_South,2023-05-18,41054.73,0,0,1,0,0,1,1,0
PMT-005796,INV-86459,V1093,Consulting,BU_South,2023-05-18,25221.81,0,0,1,0,0,0,0,0
PMT-011421,INV-70326,V1045,Consulting,BU_Central,2023-05-18,48676.58,0,0,0,0,0,0,0,0
PMT-004778,INV-64002,V1079,Office Supplies,BU_West,2023-05-18,3403.75,0,0,0,0,0,0,0,0
PMT-001638,INV-66849,V1098,Consulting,BU_Central,2023-05-18,42297.53,0,0,0,0,0,0,0,0
PMT-009806,INV-32171,V1045,Consulting,BU_North,2023-05-18,5490.0,0,0,1,0,0,0,0,0
PMT-002821,INV-43844,V1026,Logistics,BU_North,2023-05-18,9018.78,0,0,1,0,0,0,0,0
PMT-014373,INV-89636,V1016,Office Supplies,BU_North,2023-05-18,1365.32,0,0,1,0,0,0,0,0
PMT-006387,INV-45487,V1070,IT Services,BU_South,2023-05-18,18389.97,0,0,1,0,0,0,0,0
PMT-010224,INV-36315,V1039,Office Supplies,BU_Central,2023-05-18,910.09,0,0,0,0,0,0,0,0
PMT-011364,INV-46810,V1060,Facilities,BU_South,2023-05-18,3985.72,0,0,1,0,0,0,0,0
PMT-007521,INV-67594,V1047,Consulting,BU_East,2023-05-18,28129.0,0,0,0,0,0,0,0,0
PMT-002629,INV-89691,V1098,Consulting,BU_East,2023-05-18,6231.43,0,0,0,0,0,0,0,0
PMT-005599,INV-35270,V1049,Consulting,BU_Central,2023-05-18,42256.54,0,0,0,0,0,0,0,0
PMT-008947,INV-23873,V1031,Office Supplies,BU_West,2023-05-19,4735.8,0,0,0,0,0,0,0,0
PMT-012277,INV-18403,V1033,Logistics,BU_North,2023-05-19,10049.5,0,0,1,0,0,0,0,0
PMT-006174,INV-78531,V1023,Consulting,BU_Central,2023-05-19,10328.17,0,0,0,0,0,0,0,0
PMT-011094,INV-88240,V1036,IT Services,BU_South,2023-05-19,35550.78,0,0,1,0,0,0,0,0
PMT-008136,INV-54696,V1023,Office Supplies,BU_West,2023-05-19,2216.87,0,0,0,0,0,0,0,0
PMT-006212,INV-10627,V1087,Consulting,BU_East,2023-05-19,10071.08,0,0,0,0,0,0,0,0
PMT-012262,INV-13886,V1025,Facilities,BU_East,2023-05-19,8270.82,0,0,0,0,0,0,0,0
PMT-009777,INV-19137,V1084,IT Services,BU_South,2023-05-19,70984.64,0,0,1,0,0,0,0,0
PMT-008410,INV-21176,V1089,IT Services,BU_South,2023-05-19,44140.47,0,0,1,0,0,0,0,0
PMT-008804,INV-27457,V1088,Office Supplies,BU_North,2023-05-19,836.79,0,0,1,0,0,0,0,0
PMT-005235,INV-23879,V1090,IT Services,BU_North,2023-05-19,64887.2,0,0,1,0,0,0,0,0
PMT-004172,INV-83359,V1054,Logistics,BU_South,2023-05-19,3517.17,0,0,1,0,0,0,0,0
PMT-009882,INV-52109,V1046,IT Services,BU_West,2023-05-19,72272.23,0,0,0,0,0,0,0,0
PMT-007983,INV-41025,V1041,Logistics,BU_East,2023-05-19,10345.68,0,0,0,0,0,0,0,0
PMT-004701,INV-11353,V1021,Office Supplies,BU_West,2023-05-19,3591.17,0,0,0,0,0,0,0,0
PMT-011928,INV-81721,V1059,Office Supplies,BU_Central,2023-05-19,1214.78,0,0,0,0,0,0,0,0
PMT-013462,INV-67760,V1016,Facilities,BU_South,2023-05-19,3298.88,0,0,1,0,0,0,0,0
PMT-010875,INV-66172,V1086,Logistics,BU_West,2023-05-19,2445.87,0,0,0,0,0,0,0,0
PMT-006871,INV-48905,V1082,Logistics,BU_Central,2023-05-19,4811.47,0,0,0,0,0,0,0,0
PMT-010734,INV-71330,V1027,IT Services,BU_Central,2023-05-19,6366.05,0,0,0,0,0,0,0,0
PMT-010329,INV-95413,V1073,Facilities,BU_East,2023-05-19,2075.13,0,0,0,0,0,0,0,0
PMT-008697,INV-98076,V1099,IT Services,BU_West,2023-05-19,70896.62,0,0,0,0,0,0,0,0
PMT-007789,INV-24287,V1028,Consulting,BU_East,2023-05-19,24776.46,0,0,0,0,0,0,0,0
PMT-000710,INV-75803,V1015,Logistics,BU_North,2023-05-19,7330.79,0,0,1,0,0,0,0,0
PMT-002759,INV-83899,V1047,IT Services,BU_Central,2023-05-19,65596.8,0,0,0,0,0,0,0,0
PMT-009358,INV-28896,V1049,Office Supplies,BU_East,2023-05-19,848.65,0,0,0,0,0,0,0,0
PMT-004621,INV-98607,V1067,IT Services,BU_West,2023-05-19,30105.15,0,0,0,0,0,0,0,0
PMT-002966,INV-76491,V1042,Logistics,BU_West,2023-05-19,2100.77,0,0,0,0,0,0,0,0
PMT-009328,INV-86396,V1021,Consulting,BU_Central,2023-05-19,39992.27,0,0,0,0,0,0,0,0
PMT-014758,INV-65181,V1031,Facilities,BU_North,2023-05-19,6091.56,0,0,1,0,0,0,0,0
PMT-003566,INV-92663,V1027,Office Supplies,BU_North,2023-05-19,1772.0,0,0,1,0,0,0,0,0
PMT-005455,INV-42620,V1046,IT Services,BU_Central,2023-05-19,68162.45,0,0,0,0,0,0,0,0
PMT-012832,INV-41762,V1017,Logistics,BU_North,2023-05-19,12414.79,0,0,1,0,0,0,0,0
PMT-001494,INV-99740,V1026,Logistics,BU_Central,2023-05-19,1723.36,0,0,0,0,0,0,0,0
PMT-004983,INV-86591,V1045,Consulting,BU_East,2023-05-19,26114.16,0,0,0,0,0,0,0,0
PMT-011256,INV-74580,V1054,Office Supplies,BU_South,2023-05-19,2517.51,0,0,1,0,0,0,0,0
PMT-005445,INV-80063,V1056,IT Services,BU_West,2023-05-19,66442.29,0,0,0,0,0,0,0,0
PMT-011269,INV-13534,V1079,Consulting,BU_North,2023-05-19,18660.6,0,0,1,0,0,0,0,0
PMT-012899,INV-18912,V1077,IT Services,BU_West,2023-05-19,60014.48,0,0,0,0,0,0,0,0
PMT-004925,INV-24665,V1044,Consulting,BU_East,2023-05-19,30781.48,0,0,0,0,0,0,0,0
PMT-010244,INV-65119,V1058,Office Supplies,BU_South,2023-05-19,2024.79,0,0,1,0,0,0,0,0
PMT-003491,INV-29181,V1043,Logistics,BU_Central,2023-05-19,3717.8,0,0,0,0,0,0,0,0
PMT-004919,INV-85892,V1096,Office Supplies,BU_West,2023-05-19,4505.09,0,0,0,0,0,0,0,0
PMT-009258,INV-45616,V1007,Office Supplies,BU_East,2023-05-19,4198.63,0,0,0,0,0,0,0,0
PMT-007283,INV-70050,V1059,IT Services,BU_West,2023-05-20,38841.15,0,0,0,0,0,0,0,0
PMT-009428,INV-98262,V1061,Consulting,BU_South,2023-05-20,21089.33,0,0,1,0,0,0,0,0
PMT-012519,INV-50433,V1097,Office Supplies,BU_West,2023-05-20,1466.07,0,0,0,0,0,0,0,0
PMT-007060,INV-29953,V1092,Logistics,BU_Central,2023-05-20,14803.46,0,0,0,0,0,0,0,0
PMT-003274,INV-82256,V1042,Consulting,BU_West,2023-05-20,29279.42,0,0,0,0,0,0,0,0
PMT-003248,INV-62674,V1082,Consulting,BU_Central,2023-05-20,48403.01,0,0,0,0,0,0,0,0
PMT-012676,INV-96433,V1030,Office Supplies,BU_West,2023-05-20,3555.18,0,0,0,0,0,0,0,0
PMT-011766,INV-90328,V1021,Logistics,BU_North,2023-05-20,1029.14,0,0,1,0,0,0,0,0
PMT-014250,INV-16554,V1084,Logistics,BU_South,2023-05-20,3148.12,0,0,1,0,0,0,0,0
PMT-010822,INV-91625,V1095,Facilities,BU_South,2023-05-20,2982.78,0,0,1,0,0,0,0,0
PMT-008860,INV-46797,V1000,Office Supplies,BU_Central,2023-05-20,1593.09,0,0,0,0,0,0,0,0
PMT-014992,INV-70369,V1051,Logistics,BU_Central,2023-05-20,12993.41,0,0,0,0,0,0,0,0
PMT-012803,INV-86678,V1027,Facilities,BU_South,2023-05-20,7490.06,0,0,1,0,0,0,0,0
PMT-012865,INV-24354,V1037,Consulting,BU_Central,2023-05-20,8856.41,0,0,0,0,0,0,0,0
PMT-008704,INV-12491,V1032,Logistics,BU_East,2023-05-20,5086.73,0,0,0,0,0,0,0,0
PMT-008818,INV-42987,V1022,Logistics,BU_West,2023-05-20,7379.89,0,0,0,0,0,0,0,0
PMT-009952,INV-71350,V1057,IT Services,BU_North,2023-05-20,14784.68,0,0,1,0,0,0,0,0
PMT-004208,INV-77760,V1052,IT Services,BU_North,2023-05-20,15013.67,0,0,1,0,0,0,0,0
PMT-009928,INV-88079,V1091,Consulting,BU_East,2023-05-20,15846.01,0,0,0,0,0,0,0,0
PMT-008211,INV-18841,V1007,Consulting,BU_East,2023-05-20,34487.61,0,0,0,0,0,0,0,0
PMT-001954,INV-40643,V1056,Office Supplies,BU_West,2023-05-20,2813.43,0,0,0,0,0,0,0,0
PMT-005487,INV-60788,V1062,Consulting,BU_West,2023-05-20,14591.02,0,0,0,0,0,0,0,0
PMT-009902,INV-43735,V1066,IT Services,BU_West,2023-05-20,41465.65,0,0,0,0,0,0,0,0
PMT-011759,INV-12600,V1087,IT Services,BU_South,2023-05-20,48942.82,0,0,1,0,0,0,0,0
PMT-007900,INV-36314,V1048,Office Supplies,BU_West,2023-05-20,1093.04,0,0,0,0,0,0,0,0
PMT-006886,INV-30698,V1020,Consulting,BU_West,2023-05-20,29705.79,0,0,0,0,0,0,0,0
PMT-011381,INV-94868,V1068,Consulting,BU_North,2023-05-20,37731.66,0,0,1,0,0,0,0,0
PMT-006419,INV-42602,V1001,Consulting,BU_West,2023-05-20,46186.05,0,0,0,0,0,0,0,0
PMT-001133,INV-45235,V1068,Logistics,BU_East,2023-05-20,9499.25,0,0,0,0,0,0,0,0
PMT-011031,INV-99596,V1082,IT Services,BU_South,2023-05-20,39494.91,0,0,1,0,0,0,0,0
PMT-013345,INV-19105,V1077,Logistics,BU_North,2023-05-20,7514.42,0,0,1,0,0,0,0,0
PMT-007483,INV-13645,V1055,Logistics,BU_East,2023-05-20,6387.99,0,0,0,0,0,0,0,0
PMT-007682,INV-49340,V1073,IT Services,BU_West,2023-05-20,15228.9,0,0,0,0,0,0,0,0
PMT-000305,INV-55242,V1014,Consulting,BU_South,2023-05-20,26660.61,0,0,1,0,0,0,0,0
PMT-002315,INV-37769,V1016,Logistics,BU_North,2023-05-20,10040.15,0,0,1,0,0,0,0,0
PMT-007753,INV-46764,V1033,Logistics,BU_West,2023-05-20,10279.24,0,0,0,0,0,0,0,0
PMT-001136,INV-12542,V1041,Logistics,BU_Central,2023-05-20,2459.15,0,0,0,0,0,0,0,0
PMT-003093,INV-24789,V1032,IT Services,BU_North,2023-05-20,6648.64,0,0,1,0,0,0,0,0
PMT-011731,INV-22945,V1018,Office Supplies,BU_East,2023-05-20,4119.66,0,0,0,0,0,0,0,0
PMT-006917,INV-98487,V1082,IT Services,BU_South,2023-05-20,56570.11,0,0,1,0,0,0,0,0
PMT-002885,INV-64306,V1002,IT Services,BU_North,2023-05-20,25099.8,0,0,1,0,0,0,0,0
PMT-010264,INV-76838,V1094,Logistics,BU_Central,2023-05-21,14676.06,0,0,0,0,0,0,0,0
PMT-011015,INV-20600,V1069,Consulting,BU_East,2023-05-21,40466.89,0,0,0,0,0,0,0,0
PMT-002794,INV-71709,V1003,Facilities,BU_North,2023-05-21,4727.43,0,0,1,0,0,0,0,0
PMT-009166,INV-78790,V1099,Consulting,BU_South,2023-05-21,39617.6,0,0,1,0,0,0,0,0
PMT-005444,INV-10011,V1077,IT Services,BU_West,2023-05-21,9161.3,0,0,0,0,0,0,0,0
PMT-007906,INV-94905,V1040,Facilities,BU_West,2023-05-21,1843.84,0,0,0,0,0,0,0,0
PMT-005230,INV-76675,V1085,IT Services,BU_West,2023-05-21,6517.72,0,0,0,0,0,0,0,0
PMT-007515,INV-44832,V1061,IT Services,BU_Central,2023-05-21,41562.67,0,0,0,0,0,0,0,0
PMT-002883,INV-15995,V1085,IT Services,BU_South,2023-05-21,70605.77,0,0,1,0,0,0,0,0
PMT-011149,INV-47470,V1048,Consulting,BU_West,2023-05-21,38295.74,0,0,0,0,0,0,0,0
PMT-010256,INV-42256,V1084,Office Supplies,BU_South,2023-05-21,1305.28,0,0,1,0,0,0,0,0
PMT-001011,INV-32786,V1072,Logistics,BU_East,2023-05-21,14487.52,0,0,0,0,0,0,0,0
PMT-001657,INV-17330,V1075,IT Services,BU_West,2023-05-21,58157.42,1,0,0,0,1,1,2,1
PMT-000927,INV-69355,V1037,Facilities,BU_West,2023-05-21,8724.6,0,0,0,0,0,0,0,0
PMT-001389,INV-89144,V1014,Office Supplies,BU_East,2023-05-21,697.55,0,0,0,0,0,0,0,0
PMT-014151,INV-19891,V1056,Office Supplies,BU_North,2023-05-21,3579.6,0,0,1,0,0,0,0,0
PMT-010029,INV-57115,V1057,IT Services,BU_Central,2023-05-21,22190.47,0,0,0,0,0,1,1,0
PMT-013288,INV-98963,V1044,IT Services,BU_South,2023-05-21,78588.5,0,0,1,0,0,0,0,0
PMT-002793,INV-43166,V1089,IT Services,BU_West,2023-05-21,39450.77,0,0,0,0,0,0,0,0
PMT-002443,INV-32431,V1057,Office Supplies,BU_West,2023-05-21,994.38,0,0,0,0,0,0,0,0
PMT-008288,INV-56174,V1029,Consulting,BU_South,2023-05-21,7965.21,0,0,1,0,0,0,0,0
PMT-009529,INV-60264,V1047,Logistics,BU_Central,2023-05-21,10431.16,0,0,0,0,0,0,0,0
PMT-002449,INV-20455,V1051,Consulting,BU_East,2023-05-21,9916.67,0,0,0,0,0,0,0,0
PMT-003792,INV-83793,V1048,Office Supplies,BU_Central,2023-05-21,505.78,0,0,0,0,0,0,0,0
PMT-014361,INV-58385,V1073,Office Supplies,BU_East,2023-05-21,1056.37,0,0,0,0,0,0,0,0
PMT-012171,INV-13941,V1093,IT Services,BU_North,2023-05-21,64388.89,0,0,1,0,0,0,0,0
PMT-007749,INV-11747,V1071,Facilities,BU_North,2023-05-21,4549.9,0,0,1,0,0,1,1,0
PMT-007760,INV-91089,V1085,IT Services,BU_North,2023-05-21,39786.63,0,0,1,0,0,0,0,0
PMT-002169,INV-59628,V1028,Office Supplies,BU_North,2023-05-21,3197.58,0,0,1,0,0,0,0,0
PMT-002141,INV-60326,V1023,Consulting,BU_North,2023-05-21,10645.06,0,0,1,0,0,0,0,0
PMT-002138,INV-25286,V1015,IT Services,BU_West,2023-05-21,50135.51,0,0,0,0,0,0,0,0
PMT-013222,INV-46006,V1055,Logistics,BU_East,2023-05-21,5633.28,0,0,0,0,0,0,0,0
PMT-008778,INV-62706,V1063,Consulting,BU_East,2023-05-21,46300.46,0,0,0,0,0,0,0,0
PMT-011968,INV-26305,V1090,Logistics,BU_North,2023-05-21,1549.97,0,0,1,0,0,0,0,0
PMT-014221,INV-95253,V1074,IT Services,BU_East,2023-05-21,65897.35,0,0,0,0,0,0,0,0
PMT-013561,INV-17404,V1064,IT Services,BU_South,2023-05-21,35494.94,0,0,1,0,0,0,0,0
PMT-004188,INV-75867,V1000,Logistics,BU_Central,2023-05-21,9130.32,0,0,0,0,0,0,0,0
PMT-000240,INV-16428,V1087,Logistics,BU_North,2023-05-21,14570.24,0,0,1,0,0,0,0,0
PMT-013660,INV-56014,V1069,Office Supplies,BU_Central,2023-05-21,1904.33,0,0,0,0,0,0,0,0
PMT-000667,INV-20803,V1032,Consulting,BU_North,2023-05-21,13737.37,0,0,1,0,0,0,0,0
PMT-006054,INV-50670,V1061,Logistics,BU_Central,2023-05-21,11625.05,0,0,0,0,0,0,0,0
PMT-001960,INV-81188,V1017,Consulting,BU_South,2023-05-21,34541.38,0,0,1,0,0,0,0,0
PMT-001246,INV-27241,V1013,Consulting,BU_South,2023-05-21,16431.83,0,0,1,0,0,0,0,0
PMT-002769,INV-86607,V1054,Consulting,BU_East,2023-05-21,9839.23,0,0,0,0,0,1,1,0
PMT-005681,INV-96684,V1055,Consulting,BU_Central,2023-05-21,39151.78,0,0,0,0,0,0,0,0
PMT-009153,INV-19485,V1039,Consulting,BU_East,2023-05-21,22725.66,0,0,0,0,0,0,0,0
PMT-014921,INV-85676,V1046,Logistics,BU_Central,2023-05-21,10533.99,0,0,0,0,0,0,0,0
PMT-005881,INV-65826,V1045,Logistics,BU_Central,2023-05-22,10719.85,0,0,0,0,0,0,0,0
PMT-002993,INV-24553,V1036,IT Services,BU_Central,2023-05-22,15729.65,1,0,0,0,1,1,2,1
PMT-012695,INV-32127,V1012,IT Services,BU_East,2023-05-22,57292.49,0,0,0,0,0,0,0,0
PMT-003087,INV-86798,V1015,Consulting,BU_South,2023-05-22,5561.94,0,0,1,0,0,0,0,0
PMT-003089,INV-78238,V1015,Office Supplies,BU_East,2023-05-22,3027.18,0,0,0,0,0,0,0,0
PMT-002805,INV-63641,V1064,IT Services,BU_Central,2023-05-22,38677.83,0,0,0,0,0,0,0,0
PMT-000167,INV-88222,V1067,Facilities,BU_Central,2023-05-22,932.42,0,0,0,0,0,0,0,0
PMT-013088,INV-58375,V1051,Logistics,BU_North,2023-05-22,6692.2,0,0,1,0,0,0,0,0
PMT-010203,INV-75114,V1014,IT Services,BU_East,2023-05-22,36634.91,0,0,0,0,0,0,0,0
PMT-005645,INV-42072,V1020,Logistics,BU_North,2023-05-22,7164.92,0,0,1,0,0,0,0,0
PMT-006604,INV-93376,V1008,Facilities,BU_North,2023-05-22,6578.37,0,0,1,0,0,0,0,0
PMT-008934,INV-96089,V1050,Consulting,BU_East,2023-05-22,6836.69,0,0,0,0,0,0,0,0
PMT-008191,INV-72921,V1032,Facilities,BU_Central,2023-05-22,1473.73,0,0,0,0,0,0,0,0
PMT-011511,INV-96136,V1038,Consulting,BU_Central,2023-05-22,37439.81,0,0,0,0,0,0,0,0
PMT-000212,INV-45018,V1064,IT Services,BU_West,2023-05-22,11840.46,0,0,0,0,0,0,0,0
PMT-008280,INV-18484,V1037,IT Services,BU_South,2023-05-22,66169.02,0,0,1,0,0,0,0,0
PMT-006907,INV-37288,V1086,IT Services,BU_East,2023-05-22,28437.91,0,0,0,0,0,0,0,0
PMT-004620,INV-85355,V1028,Logistics,BU_Central,2023-05-22,7947.07,0,0,0,0,0,0,0,0
PMT-003927,INV-69210,V1030,Facilities,BU_East,2023-05-22,8070.39,0,0,0,0,0,0,0,0
PMT-007790,INV-80549,V1003,IT Services,BU_North,2023-05-22,64597.01,0,0,1,0,0,0,0,0
PMT-006833,INV-96317,V1017,Logistics,BU_Central,2023-05-22,7597.31,0,0,0,0,0,0,0,0
PMT-004073,INV-35733,V1078,IT Services,BU_Central,2023-05-22,76320.6,0,0,0,0,0,0,0,0
PMT-001060,INV-63143,V1050,IT Services,BU_West,2023-05-22,11259.81,0,0,0,0,0,0,0,0
PMT-008454,INV-54086,V1049,IT Services,BU_North,2023-05-22,32225.11,0,0,1,0,0,0,0,0
PMT-006744,INV-42322,V1042,Office Supplies,BU_South,2023-05-22,2890.39,0,0,1,0,0,0,0,0
PMT-DUP-000376,INV-17330,V1075,IT Services,BU_West,2023-05-22,58157.42,1,0,0,1,1,1,3,1
PMT-008229,INV-91818,V1007,IT Services,BU_West,2023-05-22,55609.73,0,0,0,0,0,0,0,0
PMT-006644,INV-98206,V1066,Logistics,BU_Central,2023-05-22,13306.87,0,0,0,0,0,0,0,0
PMT-004471,INV-31260,V1050,Logistics,BU_North,2023-05-22,7473.06,0,0,1,0,0,0,0,0
PMT-003684,INV-80950,V1070,Consulting,BU_East,2023-05-22,26182.63,0,0,0,0,0,0,0,0
PMT-006995,INV-86507,V1004,Logistics,BU_West,2023-05-22,2670.19,0,0,0,0,0,0,0,0
PMT-010300,INV-86838,V1086,Office Supplies,BU_East,2023-05-22,4845.8,0,0,0,0,0,0,0,0
PMT-009506,INV-36035,V1029,IT Services,BU_Central,2023-05-22,61650.65,0,0,0,0,0,0,0,0
PMT-008642,INV-38257,V1032,IT Services,BU_East,2023-05-22,34381.11,0,0,0,0,0,0,0,0
PMT-007177,INV-12604,V1030,Logistics,BU_Central,2023-05-22,4803.72,0,0,0,0,0,0,0,0
PMT-012392,INV-76292,V1056,IT Services,BU_East,2023-05-22,54936.71,0,0,0,0,0,0,0,0
PMT-000654,INV-42725,V1016,Consulting,BU_South,2023-05-22,36562.09,0,0,1,0,0,0,0,0
PMT-003495,INV-44825,V1025,Logistics,BU_Central,2023-05-22,3203.2,0,0,0,0,0,0,0,0
PMT-004948,INV-86989,V1003,Facilities,BU_Central,2023-05-22,7512.38,0,0,0,0,0,0,0,0
PMT-003334,INV-17736,V1099,IT Services,BU_South,2023-05-22,29900.05,0,0,1,0,0,0,0,0
PMT-012597,INV-12870,V1030,IT Services,BU_East,2023-05-22,22043.61,0,0,0,0,0,0,0,0
PMT-002480,INV-66828,V1066,Logistics,BU_Central,2023-05-22,3609.88,0,0,0,0,0,0,0,0
PMT-013226,INV-37349,V1048,Facilities,BU_North,2023-05-22,4792.13,0,0,1,0,0,0,0,0
PMT-011206,INV-81961,V1056,IT Services,BU_Central,2023-05-22,64339.23,0,0,0,0,0,0,0,0
PMT-001597,INV-94388,V1096,Logistics,BU_Central,2023-05-23,14339.41,0,0,0,0,0,0,0,0
PMT-011653,INV-32192,V1091,Facilities,BU_North,2023-05-23,6951.14,0,0,1,0,0,0,0,0
PMT-008536,INV-14113,V1056,IT Services,BU_South,2023-05-23,31549.67,0,0,1,0,0,0,0,0
PMT-014976,INV-20173,V1071,Logistics,BU_North,2023-05-23,1900.55,0,0,1,0,0,0,0,0
PMT-008348,INV-46033,V1004,Logistics,BU_Central,2023-05-23,11956.69,0,0,0,0,0,0,0,0
PMT-005024,INV-52159,V1057,IT Services,BU_West,2023-05-23,22410.04,1,0,0,0,1,1,2,1
PMT-013781,INV-62668,V1087,Office Supplies,BU_West,2023-05-23,663.67,0,0,0,0,0,0,0,0
PMT-000464,INV-47880,V1038,IT Services,BU_Central,2023-05-23,25150.8,0,0,0,0,0,0,0,0
PMT-009184,INV-48711,V1076,Office Supplies,BU_Central,2023-05-23,4737.63,0,0,0,0,0,0,0,0
PMT-008089,INV-22555,V1070,IT Services,BU_South,2023-05-23,48152.75,0,0,1,0,0,0,0,0
PMT-014865,INV-56936,V1056,Facilities,BU_South,2023-05-23,1238.3,0,0,1,0,0,0,0,0
PMT-009206,INV-10643,V1048,IT Services,BU_Central,2023-05-23,41719.35,0,0,0,0,0,0,0,0
PMT-011253,INV-14918,V1010,Office Supplies,BU_Central,2023-05-23,2123.82,0,0,0,0,0,0,0,0
PMT-004632,INV-60004,V1038,IT Services,BU_Central,2023-05-23,56554.24,0,0,0,0,0,0,0,0
PMT-002956,INV-18345,V1093,Consulting,BU_North,2023-05-23,22097.61,0,0,1,0,0,0,0,0
PMT-004739,INV-95418,V1012,Consulting,BU_Central,2023-05-23,49006.23,0,0,0,0,0,0,0,0
PMT-010060,INV-28998,V1033,Logistics,BU_South,2023-05-23,2093.7,0,0,1,0,0,0,0,0
PMT-009951,INV-24546,V1061,Logistics,BU_West,2023-05-23,4040.02,0,0,0,0,0,0,0,0
PMT-003202,INV-43216,V1062,Consulting,BU_South,2023-05-23,12565.02,0,0,1,0,0,1,1,0
PMT-012949,INV-28452,V1024,Facilities,BU_Central,2023-05-23,4356.26,0,0,0,0,0,0,0,0
PMT-005927,INV-10086,V1094,Logistics,BU_South,2023-05-23,13330.48,0,0,1,0,0,0,0,0
PMT-005948,INV-41347,V1007,IT Services,BU_South,2023-05-23,30272.36,0,0,1,0,0,0,0,0
PMT-003629,INV-15039,V1053,Consulting,BU_South,2023-05-23,5373.85,0,0,1,0,0,0,0,0
PMT-014659,INV-59378,V1088,Office Supplies,BU_East,2023-05-23,2164.58,0,0,0,0,0,0,0,0
PMT-009842,INV-23577,V1036,Consulting,BU_Central,2023-05-23,31973.57,0,0,0,0,0,0,0,0
PMT-012237,INV-32820,V1099,Consulting,BU_Central,2023-05-23,42621.67,0,0,0,0,0,0,0,0
PMT-002558,INV-94559,V1008,Facilities,BU_East,2023-05-23,3423.89,0,0,0,0,0,0,0,0
PMT-000624,INV-34505,V1068,Logistics,BU_North,2023-05-23,2837.43,0,0,1,0,0,0,0,0
PMT-007558,INV-21940,V1091,Logistics,BU_Central,2023-05-23,4033.58,0,0,0,0,0,0,0,0
PMT-000091,INV-99065,V1051,Logistics,BU_East,2023-05-23,5774.93,0,0,0,0,0,0,0,0
PMT-014927,INV-29525,V1062,Consulting,BU_Central,2023-05-23,8540.65,0,0,0,0,0,0,0,0
PMT-003903,INV-19589,V1077,IT Services,BU_North,2023-05-23,13647.58,0,0,1,0,0,0,0,0
PMT-000136,INV-71644,V1010,IT Services,BU_West,2023-05-23,65702.09,0,0,0,0,0,0,0,0
PMT-008849,INV-11814,V1050,Office Supplies,BU_East,2023-05-23,1061.68,0,0,0,0,0,0,0,0
PMT-000006,INV-65392,V1020,Consulting,BU_North,2023-05-23,3967.47,0,0,1,0,0,0,0,0
PMT-011989,INV-48632,V1045,IT Services,BU_Central,2023-05-23,28117.7,0,0,0,0,0,0,0,0
PMT-002035,INV-15191,V1097,Logistics,BU_East,2023-05-23,10433.74,0,0,0,0,0,0,0,0
PMT-002616,INV-60146,V1002,IT Services,BU_Central,2023-05-23,54855.44,0,0,0,0,0,0,0,0
PMT-005901,INV-78945,V1019,IT Services,BU_West,2023-05-23,18285.16,0,0,0,0,0,0,0,0
PMT-012626,INV-45492,V1076,IT Services,BU_West,2023-05-23,63337.25,0,0,0,0,0,0,0,0
PMT-014601,INV-34657,V1070,IT Services,BU_Central,2023-05-23,56266.27,0,0,0,0,0,0,0,0
PMT-000262,INV-68115,V1027,Consulting,BU_North,2023-05-24,48585.98,0,0,1,0,0,0,0,0
PMT-008491,INV-16170,V1003,Facilities,BU_North,2023-05-24,8077.99,0,0,1,0,0,0,0,0
PMT-006328,INV-16537,V1033,Office Supplies,BU_North,2023-05-24,1807.93,0,0,1,0,0,0,0,0
PMT-007677,INV-17638,V1055,Logistics,BU_North,2023-05-24,10018.88,0,0,1,0,0,0,0,0
PMT-005969,INV-58295,V1094,Office Supplies,BU_West,2023-05-24,4065.0,0,0,0,0,0,0,0,0
PMT-006465,INV-32683,V1054,Logistics,BU_East,2023-05-24,9847.88,0,0,0,0,0,1,1,0
