payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu
PMT-005606,INV-52962,V1041,Facilities,BU_Central,2023-09-13,2102.25,0,1,0
PMT-013997,INV-71202,V1097,Logistics,BU_North,2023-09-13,3918.62,0,1,1
PMT-006122,INV-14506,V1005,IT Services,BU_South,2023-09-13,69170.2,0,1,1
PMT-014057,INV-32863,V1011,Facilities,BU_North,2023-09-13,7066.04,0,1,1
PMT-012445,INV-79225,V1013,IT Services,BU_South,2023-09-13,77631.11,0,1,1
PMT-014649,INV-40956,V1042,Facilities,BU_West,2023-09-13,4613.86,1,1,0
PMT-003307,INV-81554,V1040,Consulting,BU_East,2023-09-13,14647.18,0,1,0
PMT-005707,INV-88829,V1020,Logistics,BU_East,2023-09-13,2018.67,0,1,0
PMT-000704,INV-43438,V1020,IT Services,BU_Central,2023-09-13,68312.78,0,1,0
PMT-000436,INV-61543,V1011,Logistics,BU_East,2023-09-13,6226.33,0,1,0
PMT-007427,INV-28845,V1048,Consulting,BU_North,2023-09-13,38215.94,0,1,1
PMT-014328,INV-76461,V1088,Office Supplies,BU_East,2023-09-13,4631.49,0,1,0
PMT-005947,INV-31253,V1001,Consulting,BU_Central,2023-09-13,8825.14,0,1,0
PMT-008545,INV-74098,V1021,Office Supplies,BU_East,2023-09-13,2881.29,0,1,0
PMT-002116,INV-29119,V1036,Office Supplies,BU_West,2023-09-13,3657.82,0,1,0
PMT-014389,INV-21850,V1064,Office Supplies,BU_South,2023-09-13,3268.29,0,1,1
PMT-013009,INV-49391,V1034,Facilities,BU_South,2023-09-13,5513.44,0,1,1
PMT-014026,INV-70797,V1018,Consulting,BU_North,2023-09-13,14258.91,0,1,1
PMT-010164,INV-30996,V1094,IT Services,BU_South,2023-09-13,14180.81,0,1,1
PMT-013920,INV-40928,V1013,IT Services,BU_South,2023-09-13,56176.13,1,1,1
PMT-005053,INV-74463,V1039,Facilities,BU_South,2023-09-13,7267.89,0,1,1
PMT-008177,INV-90506,V1047,Logistics,BU_West,2023-09-13,1133.09,0,1,0
PMT-007893,INV-64225,V1023,Logistics,BU_South,2023-09-13,10043.08,0,1,1
PMT-012862,INV-84803,V1028,IT Services,BU_West,2023-09-13,20798.12,0,1,0
PMT-009502,INV-68528,V1027,Office Supplies,BU_West,2023-09-13,792.46,0,1,0
PMT-008790,INV-91185,V1021,Facilities,BU_South,2023-09-13,1417.85,0,1,1
PMT-009148,INV-21836,V1080,Logistics,BU_East,2023-09-13,12684.01,0,1,0
PMT-006185,INV-44298,V1017,Office Supplies,BU_South,2023-09-13,1766.99,0,1,1
PMT-006677,INV-62746,V1098,IT Services,BU_East,2023-09-13,70087.14,0,1,0
PMT-009798,INV-39215,V1089,IT Services,BU_South,2023-09-13,28993.52,0,1,1
PMT-DUP-000010,INV-86280,V1094,Facilities,BU_South,2023-09-13,2428.8,1,1,1
PMT-013533,INV-77139,V1087,IT Services,BU_North,2023-09-13,27752.69,0,1,1
PMT-010313,INV-90059,V1084,IT Services,BU_Central,2023-09-13,34206.02,1,1,0
PMT-001715,INV-47261,V1003,Consulting,BU_North,2023-09-13,43628.36,0,1,1
PMT-010659,INV-85497,V1086,Office Supplies,BU_Central,2023-09-13,1544.63,0,1,0
PMT-009630,INV-46712,V1062,Facilities,BU_Central,2023-09-13,2188.08,0,1,0
PMT-007403,INV-37913,V1042,Office Supplies,BU_North,2023-09-13,820.3,0,1,1
PMT-013649,INV-70616,V1072,Logistics,BU_East,2023-09-13,10880.73,0,1,0
PMT-003551,INV-19622,V1026,Consulting,BU_South,2023-09-13,3430.78,0,1,1
PMT-011896,INV-81494,V1093,IT Services,BU_Central,2023-09-13,17358.19,0,1,0
PMT-008161,INV-13161,V1067,Consulting,BU_West,2023-09-13,44541.29,0,1,0
PMT-002314,INV-30552,V1054,Consulting,BU_East,2023-09-14,18585.99,0,1,0
PMT-004752,INV-36718,V1086,Consulting,BU_Central,2023-09-14,29171.69,0,1,0
PMT-002555,INV-78820,V1090,IT Services,BU_Central,2023-09-14,62494.7,0,1,0
PMT-013328,INV-43657,V1078,Consulting,BU_Central,2023-09-14,34859.01,0,1,0
PMT-013340,INV-68999,V1008,Consulting,BU_East,2023-09-14,39756.65,0,1,0
PMT-007993,INV-54378,V1086,IT Services,BU_West,2023-09-14,44411.69,0,1,0
PMT-007285,INV-81533,V1019,Logistics,BU_Central,2023-09-14,11798.39,0,1,0
PMT-008820,INV-36777,V1056,IT Services,BU_West,2023-09-14,41638.52,0,1,0
PMT-005643,INV-89478,V1016,Consulting,BU_Central,2023-09-14,44346.87,0,1,0
PMT-014021,INV-73600,V1064,Consulting,BU_East,2023-09-14,4087.88,0,1,0
PMT-DUP-000321,INV-43225,V1047,Consulting,BU_North,2023-09-14,26627.9,1,1,1
PMT-005961,INV-56962,V1099,IT Services,BU_North,2023-09-14,66727.12,0,1,1
PMT-000459,INV-18163,V1094,Facilities,BU_Central,2023-09-14,3509.08,0,1,0
PMT-008087,INV-36845,V1052,Consulting,BU_West,2023-09-14,43017.04,0,1,0
PMT-009681,INV-90557,V1094,Consulting,BU_Central,2023-09-14,5733.19,0,1,0
PMT-002211,INV-12772,V1013,Office Supplies,BU_West,2023-09-14,942.91,0,1,0
PMT-013033,INV-90838,V1094,Logistics,BU_Central,2023-09-14,13005.9,0,1,0
PMT-007722,INV-20066,V1063,Consulting,BU_West,2023-09-14,27170.76,0,1,0
PMT-012401,INV-37134,V1087,Office Supplies,BU_West,2023-09-14,2785.7,0,1,0
PMT-014539,INV-15856,V1005,Consulting,BU_North,2023-09-14,8534.82,0,1,1
PMT-008548,INV-43847,V1026,IT Services,BU_West,2023-09-14,69608.59,0,1,0
PMT-001956,INV-46231,V1010,Logistics,BU_Central,2023-09-14,1549.77,0,1,0
PMT-009621,INV-79901,V1052,Consulting,BU_North,2023-09-14,35121.05,1,1,1
PMT-DUP-000022,INV-40956,V1042,Facilities,BU_West,2023-09-14,4613.86,1,1,0
PMT-003656,INV-73077,V1015,Logistics,BU_Central,2023-09-14,14536.12,0,1,0
PMT-005166,INV-54433,V1063,Consulting,BU_Central,2023-09-14,36466.98,0,1,0
PMT-DUP-000338,INV-70534,V1076,Logistics,BU_West,2023-09-14,8114.59,1,1,0
PMT-007341,INV-69501,V1084,Office Supplies,BU_South,2023-09-14,2861.18,1,1,1
PMT-013123,INV-22379,V1074,IT Services,BU_Central,2023-09-14,13377.96,0,1,0
PMT-012990,INV-46440,V1010,Office Supplies,BU_North,2023-09-14,4038.12,0,1,1
PMT-011164,INV-38504,V1020,IT Services,BU_East,2023-09-14,51134.25,0,1,0
PMT-013622,INV-14885,V1075,Logistics,BU_South,2023-09-14,2144.01,0,1,1
PMT-008647,INV-76664,V1059,IT Services,BU_South,2023-09-14,23262.14,0,1,1
PMT-008350,INV-94567,V1010,Facilities,BU_West,2023-09-14,6936.41,0,1,0
PMT-014090,INV-75459,V1060,Logistics,BU_East,2023-09-14,3627.53,1,1,0
PMT-002584,INV-81557,V1007,IT Services,BU_East,2023-09-14,20682.3,0,1,0
PMT-014985,INV-44551,V1020,IT Services,BU_Central,2023-09-14,12598.13,0,1,0
PMT-001233,INV-43774,V1080,Consulting,BU_East,2023-09-14,32171.04,0,1,0
PMT-007529,INV-43487,V1096,IT Services,BU_South,2023-09-14,15502.94,0,1,1
PMT-010694,INV-98921,V1026,Logistics,BU_South,2023-09-15,12824.0,1,1,1
PMT-011456,INV-22373,V1015,Office Supplies,BU_West,2023-09-15,2332.12,0,1,0
PMT-000975,INV-49498,V1087,IT Services,BU_North,2023-09-15,29614.46,0,1,1
PMT-013665,INV-12162,V1028,IT Services,BU_East,2023-09-15,16758.3,0,1,0
PMT-013285,INV-33914,V1065,Logistics,BU_North,2023-09-15,8013.72,0,1,1
PMT-000220,INV-67711,V1012,IT Services,BU_Central,2023-09-15,57968.17,0,1,0
PMT-005564,INV-21116,V1036,Office Supplies,BU_East,2023-09-15,4259.91,0,1,0
PMT-DUP-000078,INV-40928,V1013,IT Services,BU_South,2023-09-15,56176.13,1,1,1
PMT-009543,INV-87910,V1015,Consulting,BU_South,2023-09-15,46420.79,0,1,1
PMT-008940,INV-88527,V1062,Logistics,BU_Central,2023-09-15,7876.14,0,1,0
PMT-012085,INV-44460,V1041,IT Services,BU_South,2023-09-15,77925.53,0,1,1
PMT-011183,INV-47372,V1058,IT Services,BU_East,2023-09-15,55587.78,0,1,0
PMT-013008,INV-82533,V1075,Facilities,BU_Central,2023-09-15,7042.25,0,1,0
PMT-014676,INV-28575,V1034,Logistics,BU_Central,2023-09-15,10637.12,0,1,0
PMT-000276,INV-96363,V1005,Facilities,BU_South,2023-09-15,5585.5,0,1,1
PMT-002792,INV-94832,V1004,Logistics,BU_North,2023-09-15,12569.46,0,1,1
PMT-010808,INV-80212,V1089,Office Supplies,BU_East,2023-09-15,4068.56,0,1,0
PMT-007689,INV-42179,V1035,Facilities,BU_South,2023-09-15,8546.76,0,1,1
PMT-002029,INV-40488,V1001,Consulting,BU_Central,2023-09-15,41463.88,0,1,0
PMT-003900,INV-35340,V1085,Office Supplies,BU_South,2023-09-15,1551.11,0,1,1
PMT-009809,INV-30095,V1057,Logistics,BU_North,2023-09-15,9481.94,0,1,1
PMT-000801,INV-98805,V1073,Facilities,BU_Central,2023-09-15,2565.18,0,1,0
PMT-011337,INV-58433,V1016,Consulting,BU_South,2023-09-15,16281.77,0,1,1
PMT-005763,INV-80243,V1092,Office Supplies,BU_North,2023-09-15,3066.74,0,1,1
PMT-013143,INV-12355,V1000,Logistics,BU_East,2023-09-15,4927.66,0,1,0
PMT-010898,INV-40364,V1089,IT Services,BU_North,2023-09-15,72781.17,0,1,1
PMT-003437,INV-84062,V1089,Logistics,BU_South,2023-09-15,9680.02,0,1,1
PMT-006455,INV-74189,V1090,Office Supplies,BU_East,2023-09-15,4038.39,0,1,0
PMT-004462,INV-63367,V1006,IT Services,BU_North,2023-09-15,51141.12,0,1,1
PMT-010181,INV-19840,V1099,IT Services,BU_North,2023-09-15,78756.13,0,1,1
PMT-000863,INV-15992,V1008,IT Services,BU_Central,2023-09-15,56912.1,0,1,0
PMT-008311,INV-36046,V1005,Consulting,BU_West,2023-09-15,30313.95,0,1,0
PMT-007467,INV-22093,V1005,Facilities,BU_North,2023-09-15,5963.73,0,1,1
PMT-008829,INV-49303,V1051,Office Supplies,BU_North,2023-09-15,776.33,0,1,1
PMT-000416,INV-30056,V1066,Consulting,BU_North,2023-09-15,13556.43,0,1,1
PMT-006962,INV-67526,V1083,Facilities,BU_North,2023-09-15,3067.43,0,1,1
PMT-012162,INV-55111,V1052,Consulting,BU_East,2023-09-15,10164.82,0,1,0
PMT-013515,INV-36122,V1073,Consulting,BU_East,2023-09-15,49976.91,0,1,0
PMT-013762,INV-87390,V1060,IT Services,BU_East,2023-09-16,21162.01,0,1,0
PMT-005214,INV-37282,V1036,Consulting,BU_Central,2023-09-16,18209.65,0,1,0
PMT-001866,INV-93252,V1043,Consulting,BU_East,2023-09-16,10072.2,0,1,0
PMT-005202,INV-64879,V1000,IT Services,BU_Central,2023-09-16,16913.95,0,1,0
PMT-003845,INV-46047,V1057,Office Supplies,BU_South,2023-09-16,1878.08,0,1,1
PMT-003831,INV-61031,V1041,Consulting,BU_West,2023-09-16,4802.99,0,1,0
PMT-005157,INV-98057,V1052,Logistics,BU_West,2023-09-16,14348.1,0,1,0
PMT-005085,INV-36559,V1007,Office Supplies,BU_West,2023-09-16,2741.68,0,1,0
PMT-004754,INV-81084,V1080,Logistics,BU_East,2023-09-16,2239.31,0,1,0
PMT-014536,INV-59713,V1022,IT Services,BU_South,2023-09-16,62054.64,0,1,1
PMT-004521,INV-95260,V1087,IT Services,BU_West,2023-09-16,15896.45,0,1,0
PMT-013664,INV-54231,V1017,Logistics,BU_North,2023-09-16,8001.0,0,1,1
PMT-002543,INV-49311,V1015,IT Services,BU_West,2023-09-16,19621.87,0,1,0
PMT-012778,INV-65516,V1005,Consulting,BU_East,2023-09-16,8202.69,0,1,0
PMT-011616,INV-34226,V1003,Consulting,BU_South,2023-09-16,30676.86,0,1,1
PMT-004549,INV-59955,V1025,Consulting,BU_South,2023-09-16,16580.04,0,1,1
PMT-005520,INV-36089,V1047,Office Supplies,BU_East,2023-09-16,4658.67,0,1,0
PMT-012493,INV-10975,V1030,Facilities,BU_Central,2023-09-16,3879.64,0,1,0
PMT-001606,INV-81646,V1069,Logistics,BU_East,2023-09-16,3245.12,0,1,0
PMT-011899,INV-23396,V1037,Office Supplies,BU_East,2023-09-16,1967.6,0,1,0
PMT-013829,INV-92782,V1000,Consulting,BU_Central,2023-09-16,20418.27,0,1,0
PMT-001805,INV-44046,V1047,Consulting,BU_North,2023-09-16,46574.82,0,1,1
PMT-003591,INV-64957,V1051,IT Services,BU_East,2023-09-16,22521.86,0,1,0
PMT-011497,INV-15615,V1091,Logistics,BU_West,2023-09-16,1050.62,0,1,0
PMT-013678,INV-48048,V1088,Office Supplies,BU_West,2023-09-16,1241.08,0,1,0
PMT-003633,INV-87396,V1067,Logistics,BU_East,2023-09-16,12282.48,0,1,0
PMT-002659,INV-73459,V1083,Facilities,BU_North,2023-09-16,3363.99,0,1,1
PMT-004173,INV-61393,V1096,Logistics,BU_South,2023-09-16,14553.02,0,1,1
PMT-006854,INV-55045,V1013,Logistics,BU_South,2023-09-16,8837.78,0,1,1
PMT-009365,INV-14736,V1039,Logistics,BU_South,2023-09-16,4063.77,0,1,1
PMT-DUP-000272,INV-90059,V1084,IT Services,BU_Central,2023-09-16,34206.02,1,1,0
PMT-000437,INV-86460,V1027,Facilities,BU_West,2023-09-16,6724.8,0,1,0
PMT-008511,INV-85899,V1083,Logistics,BU_West,2023-09-16,4996.41,0,1,0
PMT-008633,INV-72017,V1057,Consulting,BU_South,2023-09-16,45239.22,0,1,1
PMT-DUP-000252,INV-75459,V1060,Logistics,BU_East,2023-09-16,3627.53,1,1,0
PMT-000334,INV-67377,V1090,Office Supplies,BU_South,2023-09-16,1606.81,0,1,1
PMT-009132,INV-52779,V1024,IT Services,BU_South,2023-09-16,11016.82,0,1,1
PMT-DUP-000192,INV-69501,V1084,Office Supplies,BU_South,2023-09-16,2861.18,1,1,1
PMT-009924,INV-42937,V1023,Facilities,BU_Central,2023-09-16,2250.23,0,1,0
PMT-008192,INV-30662,V1071,Office Supplies,BU_North,2023-09-16,2869.24,0,1,1
PMT-005669,INV-63873,V1056,Logistics,BU_East,2023-09-16,5377.19,0,1,0
PMT-004546,INV-62048,V1060,Facilities,BU_East,2023-09-17,4783.35,0,1,0
PMT-009178,INV-33723,V1083,Office Supplies,BU_Central,2023-09-17,784.09,0,1,0
PMT-000904,INV-62858,V1048,Logistics,BU_South,2023-09-17,10259.19,0,1,1
PMT-013766,INV-49681,V1082,IT Services,BU_Central,2023-09-17,20950.73,0,1,0
PMT-005471,INV-73882,V1055,Consulting,BU_North,2023-09-17,32248.82,0,1,1
PMT-012286,INV-83273,V1028,Logistics,BU_Central,2023-09-17,1930.24,0,1,0
PMT-002858,INV-73719,V1001,Consulting,BU_West,2023-09-17,34810.54,0,1,0
PMT-005136,INV-30285,V1033,IT Services,BU_North,2023-09-17,33814.56,0,1,1
PMT-003169,INV-13976,V1056,Consulting,BU_South,2023-09-17,10907.12,0,1,1
PMT-000033,INV-31174,V1047,IT Services,BU_Central,2023-09-17,26070.09,0,1,0
PMT-000605,INV-80373,V1046,Logistics,BU_West,2023-09-17,4830.77,0,1,0
PMT-001318,INV-30195,V1064,Consulting,BU_North,2023-09-17,36513.16,0,1,1
PMT-DUP-000019,INV-98921,V1026,Logistics,BU_South,2023-09-17,12824.0,1,1,1
PMT-006413,INV-47744,V1046,Consulting,BU_West,2023-09-17,46863.16,0,1,0
PMT-001462,INV-96419,V1080,Logistics,BU_South,2023-09-17,12434.91,0,1,1
PMT-009522,INV-95797,V1044,Consulting,BU_Central,2023-09-17,11470.98,0,1,0
PMT-009606,INV-95906,V1028,Facilities,BU_North,2023-09-17,1125.85,0,1,1
PMT-005094,INV-47341,V1082,Office Supplies,BU_East,2023-09-17,4321.1,0,1,0
PMT-005560,INV-49156,V1051,Facilities,BU_North,2023-09-17,7734.99,0,1,1
PMT-008525,INV-25091,V1075,IT Services,BU_Central,2023-09-17,44463.71,0,1,0
PMT-000348,INV-14947,V1067,Consulting,BU_Central,2023-09-17,8397.33,0,1,0
PMT-010622,INV-11281,V1055,IT Services,BU_North,2023-09-17,5845.21,0,1,1
PMT-013170,INV-51694,V1059,Office Supplies,BU_North,2023-09-17,3198.39,0,1,1
PMT-010409,INV-19867,V1046,IT Services,BU_South,2023-09-17,40927.02,0,1,1
PMT-006704,INV-23590,V1074,IT Services,BU_Central,2023-09-17,53678.34,0,1,0
PMT-003789,INV-88539,V1005,Logistics,BU_West,2023-09-17,9131.16,0,1,0
PMT-DUP-000064,INV-79901,V1052,Consulting,BU_North,2023-09-17,35121.05,1,1,1
PMT-011746,INV-73539,V1013,IT Services,BU_South,2023-09-17,61919.08,0,1,1
PMT-004400,INV-47252,V1097,Consulting,BU_Central,2023-09-17,8947.63,0,1,0
PMT-004006,INV-80636,V1057,Consulting,BU_West,2023-09-17,42452.18,0,1,0
PMT-008546,INV-18325,V1080,Consulting,BU_East,2023-09-17,7212.82,0,1,0
PMT-000100,INV-62743,V1041,Consulting,BU_East,2023-09-17,44693.06,0,1,0
PMT-000032,INV-93748,V1038,Consulting,BU_North,2023-09-17,41950.66,0,1,1
PMT-011513,INV-86371,V1092,Office Supplies,BU_North,2023-09-17,2209.35,0,1,1
PMT-011568,INV-24835,V1056,Facilities,BU_North,2023-09-17,9733.08,0,1,1
PMT-013312,INV-45267,V1026,Logistics,BU_East,2023-09-17,12665.83,0,1,0
PMT-006841,INV-82796,V1030,Office Supplies,BU_West,2023-09-17,4735.49,0,1,0
PMT-013452,INV-81320,V1059,Consulting,BU_East,2023-09-18,14585.15,0,1,0
PMT-009017,INV-60689,V1090,Facilities,BU_South,2023-09-18,7244.66,0,1,1
PMT-004505,INV-62310,V1023,Consulting,BU_North,2023-09-18,26412.09,0,1,1
PMT-000706,INV-42053,V1001,Office Supplies,BU_North,2023-09-18,1426.29,0,1,1
PMT-002942,INV-32335,V1079,IT Services,BU_Central,2023-09-18,31905.69,0,1,0
PMT-013017,INV-24178,V1037,Office Supplies,BU_East,2023-09-18,2871.68,0,1,0
PMT-004918,INV-98661,V1033,IT Services,BU_North,2023-09-18,13913.94,1,1,1
PMT-013284,INV-94065,V1060,Office Supplies,BU_South,2023-09-18,4023.35,0,1,1
PMT-000963,INV-95397,V1037,Logistics,BU_West,2023-09-18,12118.76,0,1,0
PMT-013100,INV-27801,V1070,Consulting,BU_South,2023-09-18,46303.01,0,1,1
PMT-013094,INV-26828,V1007,Office Supplies,BU_Central,2023-09-18,3073.43,0,1,0
PMT-011355,INV-83409,V1063,IT Services,BU_South,2023-09-18,19701.4,0,1,1
PMT-010250,INV-35198,V1045,Consulting,BU_East,2023-09-18,31336.13,0,1,0
PMT-002678,INV-22700,V1098,IT Services,BU_Central,2023-09-18,44999.27,0,1,0
PMT-013060,INV-10540,V1005,Office Supplies,BU_West,2023-09-18,1450.77,0,1,0
PMT-007040,INV-11588,V1059,Logistics,BU_East,2023-09-18,5563.71,0,1,0
PMT-006425,INV-47329,V1035,IT Services,BU_West,2023-09-18,11292.69,0,1,0
PMT-005323,INV-73313,V1050,IT Services,BU_South,2023-09-18,21084.37,1,1,1
PMT-013023,INV-71302,V1054,IT Services,BU_East,2023-09-18,33944.64,0,1,0
PMT-004700,INV-11539,V1042,Logistics,BU_Central,2023-09-18,7836.69,0,1,0
PMT-005709,INV-37312,V1099,Facilities,BU_West,2023-09-18,9315.01,0,1,0
PMT-003587,INV-63046,V1092,Logistics,BU_East,2023-09-18,6296.87,0,1,0
PMT-011887,INV-75235,V1039,Logistics,BU_East,2023-09-18,9530.99,0,1,0
PMT-006468,INV-89358,V1070,Facilities,BU_Central,2023-09-18,6853.15,0,1,0
PMT-005630,INV-93914,V1063,Logistics,BU_North,2023-09-18,13541.18,0,1,1
PMT-012760,INV-72752,V1055,Logistics,BU_West,2023-09-18,6461.63,0,1,0
PMT-004448,INV-17001,V1039,IT Services,BU_East,2023-09-18,5727.53,0,1,0
PMT-000209,INV-71894,V1061,IT Services,BU_East,2023-09-18,26990.81,0,1,0
PMT-009349,INV-86649,V1033,Consulting,BU_Central,2023-09-18,43509.77,0,1,0
PMT-011360,INV-53784,V1042,IT Services,BU_West,2023-09-18,12116.69,0,1,0
PMT-008421,INV-69121,V1080,Logistics,BU_North,2023-09-18,13687.74,0,1,1
PMT-013636,INV-74350,V1090,Facilities,BU_Central,2023-09-18,2771.96,0,1,0
PMT-001912,INV-91376,V1061,IT Services,BU_East,2023-09-18,65428.59,0,1,0
PMT-013644,INV-45320,V1047,IT Services,BU_North,2023-09-18,11205.05,0,1,1
PMT-011055,INV-93287,V1033,Office Supplies,BU_East,2023-09-18,3439.11,0,1,0
PMT-008323,INV-49038,V1053,IT Services,BU_North,2023-09-18,42376.39,0,1,1
PMT-011585,INV-59325,V1036,Consulting,BU_Central,2023-09-18,10881.77,0,1,0
PMT-000345,INV-33627,V1039,Office Supplies,BU_East,2023-09-18,3962.72,0,1,0
PMT-003368,INV-80284,V1019,IT Services,BU_South,2023-09-18,17073.83,0,1,1
PMT-005571,INV-44389,V1051,Logistics,BU_East,2023-09-18,11738.18,0,1,0
PMT-012796,INV-35946,V1034,IT Services,BU_West,2023-09-18,73369.49,0,1,0
PMT-013564,INV-86633,V1005,Consulting,BU_North,2023-09-18,29573.78,0,1,1
PMT-010268,INV-18654,V1031,Logistics,BU_South,2023-09-18,6931.47,0,1,1
PMT-009983,INV-97803,V1061,IT Services,BU_South,2023-09-18,17277.94,1,1,1
PMT-003896,INV-13860,V1005,Logistics,BU_East,2023-09-18,8685.06,0,1,0
PMT-002477,INV-58467,V1034,Office Supplies,BU_East,2023-09-18,2308.44,0,1,0
PMT-008519,INV-33387,V1074,IT Services,BU_West,2023-09-18,12891.39,0,1,0
PMT-004784,INV-49618,V1064,Consulting,BU_South,2023-09-18,32179.13,0,1,1
PMT-007119,INV-32965,V1000,Office Supplies,BU_East,2023-09-18,4725.87,0,1,0
PMT-009052,INV-52962,V1072,Consulting,BU_North,2023-09-18,9475.92,1,1,1
PMT-006049,INV-14682,V1093,Logistics,BU_Central,2023-09-18,3480.93,0,1,0
PMT-012831,INV-22763,V1001,Logistics,BU_South,2023-09-18,5530.66,0,1,1
PMT-007895,INV-82128,V1082,Consulting,BU_Central,2023-09-18,19052.76,0,1,0
PMT-009109,INV-49216,V1080,Office Supplies,BU_West,2023-09-18,3261.13,0,1,0
PMT-007132,INV-92349,V1021,Logistics,BU_South,2023-09-18,7627.9,0,1,1
PMT-006202,INV-95255,V1020,IT Services,BU_Central,2023-09-18,35842.05,0,1,0
PMT-003331,INV-91737,V1018,IT Services,BU_North,2023-09-19,47921.29,0,1,1
PMT-013159,INV-27210,V1066,IT Services,BU_South,2023-09-19,49141.56,0,1,1
PMT-010065,INV-15636,V1056,Consulting,BU_East,2023-09-19,16380.23,0,1,0
PMT-007269,INV-46664,V1056,Consulting,BU_South,2023-09-19,31741.98,0,1,1
PMT-012550,INV-79008,V1013,Logistics,BU_East,2023-09-19,9644.07,0,1,0
PMT-004548,INV-25832,V1063,IT Services,BU_South,2023-09-19,43491.5,0,1,1
PMT-007693,INV-61109,V1086,Logistics,BU_Central,2023-09-19,14185.5,0,1,0
PMT-014487,INV-74109,V1047,IT Services,BU_South,2023-09-19,52466.44,0,1,1
PMT-012455,INV-84507,V1087,IT Services,BU_West,2023-09-19,41585.22,0,1,0
PMT-006238,INV-87221,V1001,IT Services,BU_West,2023-09-19,56113.59,0,1,0
PMT-014504,INV-13599,V1053,Consulting,BU_West,2023-09-19,26073.31,0,1,0
PMT-003370,INV-89641,V1025,IT Services,BU_West,2023-09-19,22859.36,0,1,0
PMT-005676,INV-95046,V1003,Consulting,BU_South,2023-09-19,21459.76,1,1,1
PMT-014272,INV-16669,V1073,Consulting,BU_South,2023-09-19,47471.41,0,1,1
PMT-010026,INV-39523,V1056,IT Services,BU_East,2023-09-19,8265.99,0,1,0
PMT-012600,INV-40247,V1061,Consulting,BU_North,2023-09-19,40917.0,0,1,1
PMT-007809,INV-67852,V1033,IT Services,BU_West,2023-09-19,45973.22,0,1,0
PMT-009161,INV-59772,V1092,Office Supplies,BU_Central,2023-09-19,1567.25,0,1,0
PMT-010986,INV-10006,V1031,Office Supplies,BU_North,2023-09-19,1592.3,0,1,1
PMT-010528,INV-47692,V1095,IT Services,BU_East,2023-09-19,48182.64,0,1,0
PMT-005291,INV-74803,V1011,IT Services,BU_Central,2023-09-19,35737.89,0,1,0
PMT-014650,INV-66999,V1057,Office Supplies,BU_Central,2023-09-19,3264.62,0,1,0
PMT-002643,INV-84758,V1041,IT Services,BU_North,2023-09-19,39526.65,0,1,1
PMT-002649,INV-55095,V1091,Consulting,BU_Central,2023-09-19,24982.87,0,1,0
PMT-010475,INV-83184,V1042,Logistics,BU_North,2023-09-19,4002.91,0,1,1
PMT-012635,INV-47817,V1042,Consulting,BU_South,2023-09-19,9597.05,0,1,1
PMT-012844,INV-49438,V1011,IT Services,BU_South,2023-09-19,54155.53,0,1,1
PMT-012504,INV-14840,V1060,IT Services,BU_West,2023-09-19,21591.4,0,1,0
PMT-007426,INV-76132,V1030,Consulting,BU_North,2023-09-19,42270.35,0,1,1
PMT-005684,INV-39528,V1066,IT Services,BU_Central,2023-09-19,36475.42,0,1,0
PMT-000836,INV-89829,V1076,Logistics,BU_East,2023-09-19,6328.73,0,1,0
PMT-003378,INV-33713,V1027,IT Services,BU_North,2023-09-19,5107.13,0,1,1
PMT-010645,INV-71876,V1001,IT Services,BU_West,2023-09-19,12144.65,0,1,0
PMT-008000,INV-27577,V1064,Consulting,BU_North,2023-09-19,38018.77,0,1,1
PMT-011681,INV-24730,V1081,IT Services,BU_South,2023-09-19,59532.71,1,1,1
PMT-008728,INV-50975,V1009,Office Supplies,BU_West,2023-09-19,1933.23,0,1,0
PMT-000320,INV-55793,V1024,Logistics,BU_North,2023-09-19,4769.41,0,1,1
PMT-013302,INV-85484,V1047,Consulting,BU_Central,2023-09-19,48324.59,0,1,0
PMT-004841,INV-26359,V1024,Office Supplies,BU_Central,2023-09-19,2787.4,0,1,0
PMT-005393,INV-84705,V1045,Office Supplies,BU_Central,2023-09-19,3750.95,0,1,0
PMT-008418,INV-92389,V1085,Consulting,BU_North,2023-09-19,36948.86,0,1,1
PMT-008080,INV-23074,V1058,IT Services,BU_West,2023-09-19,23953.09,0,1,0
PMT-008355,INV-23899,V1072,Logistics,BU_East,2023-09-19,9483.3,0,1,0
PMT-004301,INV-65199,V1035,Consulting,BU_North,2023-09-19,22663.06,0,1,1
PMT-006715,INV-17594,V1018,Consulting,BU_North,2023-09-19,15335.45,0,1,1
PMT-004038,INV-82587,V1084,IT Services,BU_West,2023-09-19,67495.35,0,1,0
PMT-014035,INV-26040,V1005,IT Services,BU_East,2023-09-20,49170.63,0,1,0
PMT-003989,INV-73074,V1014,Office Supplies,BU_Central,2023-09-20,4647.77,0,1,0
PMT-013715,INV-74250,V1012,Office Supplies,BU_South,2023-09-20,3962.6,0,1,1
PMT-007381,INV-66755,V1045,IT Services,BU_West,2023-09-20,47798.31,0,1,0
PMT-005328,INV-66479,V1064,Logistics,BU_West,2023-09-20,6353.1,0,1,0
PMT-013968,INV-54455,V1012,Logistics,BU_North,2023-09-20,5256.55,0,1,1
PMT-011223,INV-60729,V1004,Logistics,BU_West,2023-09-20,13657.97,0,1,0
