payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu
PMT-012813,INV-17630,V1034,Consulting,BU_West,2023-04-20,12068.6,0,0,0
PMT-003513,INV-63547,V1010,Office Supplies,BU_South,2023-04-20,3217.11,0,0,1
PMT-013840,INV-38377,V1079,Consulting,BU_Central,2023-04-20,20505.23,0,0,0
PMT-009701,INV-61292,V1097,Logistics,BU_West,2023-04-20,11137.07,0,0,0
PMT-000106,INV-32241,V1094,Logistics,BU_Central,2023-04-20,8682.27,0,0,0
PMT-011045,INV-95521,V1099,Facilities,BU_West,2023-04-20,5323.08,0,0,0
PMT-004044,INV-65980,V1012,Consulting,BU_West,2023-04-20,47678.5,0,0,0
PMT-004057,INV-28124,V1041,Consulting,BU_West,2023-04-20,48765.9,0,0,0
PMT-009871,INV-19055,V1073,Office Supplies,BU_South,2023-04-20,2360.93,0,0,1
PMT-013343,INV-43628,V1091,IT Services,BU_East,2023-04-20,54363.11,0,0,0
PMT-014863,INV-73033,V1006,IT Services,BU_South,2023-04-20,70530.15,0,0,1
PMT-003839,INV-27553,V1044,IT Services,BU_West,2023-04-20,61198.65,0,0,0
PMT-004976,INV-28601,V1010,IT Services,BU_Central,2023-04-20,43432.14,0,0,0
PMT-007509,INV-40829,V1021,Logistics,BU_East,2023-04-20,8161.27,0,0,0
PMT-011645,INV-17517,V1066,Consulting,BU_Central,2023-04-20,47581.79,0,0,0
PMT-006691,INV-40209,V1027,Consulting,BU_East,2023-04-20,6939.0,0,0,0
PMT-008076,INV-71196,V1021,Facilities,BU_West,2023-04-20,9777.65,0,0,0
PMT-001582,INV-58033,V1060,Consulting,BU_Central,2023-04-20,17149.17,0,0,0
PMT-004451,INV-91955,V1016,IT Services,BU_Central,2023-04-20,32381.28,0,0,0
PMT-010032,INV-73055,V1076,IT Services,BU_West,2023-04-20,60921.04,0,0,0
PMT-000403,INV-36237,V1062,IT Services,BU_Central,2023-04-20,36809.8,0,0,0
PMT-005651,INV-21839,V1067,IT Services,BU_North,2023-04-20,37463.83,0,0,1
PMT-001815,INV-78977,V1086,Office Supplies,BU_West,2023-04-20,4066.68,0,0,0
PMT-002777,INV-29200,V1078,Facilities,BU_North,2023-04-21,9475.44,0,0,1
PMT-005844,INV-73180,V1053,Facilities,BU_West,2023-04-21,1340.92,0,0,0
PMT-010501,INV-13918,V1022,Facilities,BU_West,2023-04-21,7907.02,0,0,0
PMT-008743,INV-99080,V1063,Consulting,BU_South,2023-04-21,43788.13,0,0,1
PMT-012843,INV-49068,V1089,Consulting,BU_North,2023-04-21,18412.22,0,0,1
PMT-006842,INV-11371,V1082,Logistics,BU_West,2023-04-21,12811.36,0,0,0
PMT-004446,INV-89777,V1048,Logistics,BU_North,2023-04-21,4814.54,0,0,1
PMT-007126,INV-11553,V1058,Facilities,BU_West,2023-04-21,1694.74,0,0,0
PMT-014039,INV-94074,V1029,IT Services,BU_Central,2023-04-21,10210.03,0,0,0
PMT-004956,INV-81585,V1019,Logistics,BU_North,2023-04-21,5594.06,0,0,1
PMT-012935,INV-51748,V1020,IT Services,BU_East,2023-04-21,48462.61,0,0,0
PMT-001538,INV-67999,V1053,Consulting,BU_West,2023-04-21,31090.41,0,0,0
PMT-010382,INV-63518,V1072,IT Services,BU_North,2023-04-21,40223.67,0,0,1
PMT-007962,INV-92000,V1023,IT Services,BU_North,2023-04-21,22859.16,0,0,1
PMT-002962,INV-11258,V1072,Logistics,BU_Central,2023-04-21,3446.99,0,0,0
PMT-013819,INV-95920,V1045,IT Services,BU_East,2023-04-21,8558.56,0,0,0
PMT-005498,INV-31614,V1015,Office Supplies,BU_Central,2023-04-21,4416.85,0,0,0
PMT-012640,INV-54773,V1024,Logistics,BU_North,2023-04-21,4602.1,0,0,1
PMT-007710,INV-64523,V1069,IT Services,BU_South,2023-04-21,41211.31,0,0,1
PMT-009721,INV-78582,V1076,IT Services,BU_West,2023-04-21,43542.85,0,0,0
PMT-000690,INV-76402,V1050,Facilities,BU_North,2023-04-21,4104.95,0,0,1
PMT-012175,INV-53633,V1039,Facilities,BU_South,2023-04-21,7010.05,0,0,1
PMT-DUP-000307,INV-66708,V1078,Office Supplies,BU_South,2023-04-21,866.26,1,0,1
PMT-012668,INV-98592,V1002,IT Services,BU_East,2023-04-21,41480.28,0,0,0
PMT-007251,INV-63731,V1062,Logistics,BU_South,2023-04-21,11479.83,0,0,1
PMT-010369,INV-79603,V1051,IT Services,BU_West,2023-04-21,38941.6,0,0,0
PMT-003891,INV-22878,V1054,Logistics,BU_North,2023-04-21,7377.02,0,0,1
PMT-002158,INV-87566,V1027,Logistics,BU_South,2023-04-21,14593.16,0,0,1
PMT-001827,INV-10273,V1062,Consulting,BU_South,2023-04-21,41894.99,0,0,1
PMT-001481,INV-46591,V1059,Logistics,BU_Central,2023-04-21,3733.37,0,0,0
PMT-002009,INV-38333,V1068,Consulting,BU_North,2023-04-21,44646.05,0,0,1
PMT-002650,INV-96122,V1004,Consulting,BU_West,2023-04-21,23132.53,0,0,0
PMT-004147,INV-73572,V1006,IT Services,BU_West,2023-04-21,10318.71,0,0,0
PMT-002377,INV-99080,V1024,IT Services,BU_East,2023-04-21,55669.01,0,0,0
PMT-006092,INV-73363,V1084,IT Services,BU_North,2023-04-21,46249.13,0,0,1
PMT-005960,INV-30564,V1075,Consulting,BU_North,2023-04-21,14500.25,0,0,1
PMT-008470,INV-72443,V1045,Office Supplies,BU_West,2023-04-21,4440.09,0,0,0
PMT-012315,INV-50677,V1026,IT Services,BU_North,2023-04-22,75304.95,1,0,1
PMT-014532,INV-64061,V1007,Consulting,BU_East,2023-04-22,23612.01,0,0,0
PMT-004027,INV-27527,V1013,Consulting,BU_South,2023-04-22,48132.52,0,0,1
PMT-001564,INV-83224,V1024,Logistics,BU_South,2023-04-22,10420.2,0,0,1
PMT-005839,INV-14307,V1014,IT Services,BU_East,2023-04-22,28217.7,0,0,0
PMT-012370,INV-29543,V1081,IT Services,BU_North,2023-04-22,77873.79,0,0,1
PMT-007748,INV-63077,V1015,Office Supplies,BU_West,2023-04-22,2255.17,0,0,0
PMT-008005,INV-86912,V1036,IT Services,BU_Central,2023-04-22,44153.63,0,0,0
PMT-014679,INV-78282,V1020,Consulting,BU_Central,2023-04-22,13921.28,0,0,0
PMT-007405,INV-70592,V1099,Facilities,BU_North,2023-04-22,6982.29,0,0,1
PMT-000004,INV-83563,V1003,Logistics,BU_South,2023-04-22,1813.17,0,0,1
PMT-014450,INV-73001,V1078,Consulting,BU_North,2023-04-22,12599.61,0,0,1
PMT-011278,INV-34486,V1079,IT Services,BU_North,2023-04-22,66054.48,0,0,1
PMT-007800,INV-69199,V1060,IT Services,BU_East,2023-04-22,61017.77,0,0,0
PMT-010546,INV-86083,V1046,Consulting,BU_North,2023-04-22,34547.72,0,0,1
PMT-007664,INV-21932,V1094,Office Supplies,BU_North,2023-04-22,3399.3,0,0,1
PMT-003694,INV-76805,V1087,IT Services,BU_South,2023-04-22,12105.42,0,0,1
PMT-001150,INV-52534,V1055,IT Services,BU_North,2023-04-22,13101.93,0,0,1
PMT-006370,INV-71642,V1001,Logistics,BU_North,2023-04-22,13924.46,0,0,1
PMT-004732,INV-90021,V1014,Consulting,BU_East,2023-04-22,37575.21,0,0,0
PMT-011339,INV-93704,V1032,Consulting,BU_Central,2023-04-22,19692.81,0,0,0
PMT-013260,INV-30803,V1032,Facilities,BU_South,2023-04-22,9183.37,0,0,1
PMT-002822,INV-77768,V1014,IT Services,BU_West,2023-04-22,29505.42,0,0,0
PMT-004736,INV-76988,V1062,IT Services,BU_North,2023-04-22,39877.65,0,0,1
PMT-013026,INV-56397,V1084,Logistics,BU_South,2023-04-22,1330.33,0,0,1
PMT-001140,INV-58679,V1063,IT Services,BU_East,2023-04-22,52557.8,0,0,0
PMT-014059,INV-55485,V1090,Logistics,BU_West,2023-04-22,4755.83,0,0,0
PMT-007127,INV-61504,V1045,IT Services,BU_Central,2023-04-22,40998.73,0,0,0
PMT-007431,INV-52739,V1025,Logistics,BU_South,2023-04-22,4983.85,0,0,1
PMT-003520,INV-42606,V1035,IT Services,BU_East,2023-04-22,45326.91,0,0,0
PMT-013985,INV-43848,V1038,Consulting,BU_South,2023-04-22,33757.73,0,0,1
PMT-013860,INV-86534,V1005,IT Services,BU_North,2023-04-22,12712.81,0,0,1
PMT-012226,INV-30724,V1045,IT Services,BU_North,2023-04-22,64851.16,0,0,1
PMT-009076,INV-97703,V1037,Logistics,BU_Central,2023-04-22,11272.3,0,0,0
PMT-006314,INV-24476,V1087,IT Services,BU_North,2023-04-22,31907.12,0,0,1
PMT-000661,INV-45197,V1063,Consulting,BU_West,2023-04-22,14613.85,0,0,0
PMT-013744,INV-97534,V1081,Office Supplies,BU_West,2023-04-22,3113.37,0,0,0
PMT-011740,INV-36444,V1093,Consulting,BU_East,2023-04-22,23916.98,0,0,0
PMT-004411,INV-50207,V1036,Logistics,BU_South,2023-04-22,2174.23,0,0,1
PMT-008318,INV-36980,V1077,Office Supplies,BU_North,2023-04-22,2280.28,0,0,1
PMT-013703,INV-82794,V1091,Consulting,BU_East,2023-04-22,26437.02,0,0,0
PMT-011720,INV-76661,V1085,Logistics,BU_West,2023-04-22,1903.67,0,0,0
PMT-010291,INV-43471,V1022,IT Services,BU_South,2023-04-22,66807.81,0,0,1
PMT-010782,INV-27436,V1040,Office Supplies,BU_South,2023-04-22,2409.89,0,0,1
PMT-004535,INV-21382,V1080,Logistics,BU_West,2023-04-22,1426.95,0,0,0
PMT-013595,INV-39837,V1019,Consulting,BU_South,2023-04-22,24212.57,0,0,1
PMT-006525,INV-22019,V1073,Logistics,BU_East,2023-04-23,14738.6,0,0,0
PMT-003773,INV-67979,V1079,Logistics,BU_North,2023-04-23,3335.62,0,0,1
PMT-013646,INV-84867,V1091,IT Services,BU_North,2023-04-23,46542.0,0,0,1
PMT-007536,INV-71810,V1075,IT Services,BU_Central,2023-04-23,74982.06,0,0,0
PMT-009867,INV-65858,V1047,Office Supplies,BU_West,2023-04-23,2738.35,0,0,0
PMT-014244,INV-94264,V1015,Consulting,BU_South,2023-04-23,11528.85,0,0,1
PMT-005679,INV-82723,V1075,Consulting,BU_West,2023-04-23,8195.44,0,0,0
PMT-007406,INV-68741,V1044,IT Services,BU_South,2023-04-23,24109.43,0,0,1
PMT-009505,INV-68023,V1056,IT Services,BU_South,2023-04-23,15152.18,0,0,1
PMT-004425,INV-46908,V1000,Logistics,BU_South,2023-04-23,7146.41,0,0,1
PMT-001446,INV-54216,V1054,Consulting,BU_North,2023-04-23,18612.98,0,0,1
PMT-011171,INV-94425,V1089,Consulting,BU_Central,2023-04-23,20716.65,0,0,0
PMT-011836,INV-70464,V1048,Logistics,BU_North,2023-04-23,7903.52,0,0,1
PMT-013025,INV-28393,V1026,Consulting,BU_North,2023-04-23,14681.83,0,0,1
PMT-004490,INV-27560,V1030,Logistics,BU_South,2023-04-23,10012.79,0,0,1
PMT-000755,INV-56504,V1049,Consulting,BU_Central,2023-04-23,31571.54,0,0,0
PMT-005656,INV-75875,V1079,Office Supplies,BU_West,2023-04-23,986.72,0,0,0
PMT-002718,INV-50437,V1005,Logistics,BU_East,2023-04-23,9346.0,0,0,0
PMT-007390,INV-82808,V1069,Consulting,BU_South,2023-04-23,25545.91,0,0,1
PMT-005307,INV-98075,V1033,Logistics,BU_West,2023-04-23,2960.9,0,0,0
PMT-004459,INV-75277,V1056,Office Supplies,BU_South,2023-04-23,2813.36,0,0,1
PMT-002607,INV-82273,V1046,Consulting,BU_West,2023-04-23,18332.36,0,0,0
PMT-010673,INV-41940,V1090,IT Services,BU_West,2023-04-23,27684.15,0,0,0
PMT-003907,INV-67756,V1063,IT Services,BU_East,2023-04-23,12754.62,0,0,0
PMT-014396,INV-78165,V1045,Office Supplies,BU_South,2023-04-23,2106.13,0,0,1
PMT-003506,INV-36626,V1049,Consulting,BU_South,2023-04-23,14772.7,0,0,1
PMT-001924,INV-40182,V1088,Logistics,BU_North,2023-04-23,14596.11,0,0,1
PMT-002700,INV-73505,V1019,IT Services,BU_South,2023-04-23,34585.95,0,0,1
PMT-000954,INV-30889,V1064,Logistics,BU_South,2023-04-23,14413.03,0,0,1
PMT-011527,INV-85982,V1058,Office Supplies,BU_North,2023-04-23,3135.01,0,0,1
PMT-007400,INV-93441,V1044,Logistics,BU_East,2023-04-24,6689.6,0,0,0
PMT-005359,INV-79167,V1082,IT Services,BU_North,2023-04-24,26384.99,0,0,1
PMT-000526,INV-82970,V1007,IT Services,BU_West,2023-04-24,70602.63,0,0,0
PMT-013670,INV-60293,V1049,Office Supplies,BU_East,2023-04-24,2683.58,0,0,0
PMT-002114,INV-70372,V1068,IT Services,BU_North,2023-04-24,32361.69,0,0,1
PMT-003977,INV-23513,V1073,Logistics,BU_South,2023-04-24,9442.19,0,0,1
PMT-006588,INV-74674,V1050,Consulting,BU_South,2023-04-24,13310.3,0,0,1
PMT-007740,INV-56815,V1041,Office Supplies,BU_South,2023-04-24,4791.08,0,0,1
PMT-001532,INV-80570,V1010,IT Services,BU_East,2023-04-24,49928.34,0,0,0
PMT-004934,INV-72245,V1036,IT Services,BU_South,2023-04-24,37086.76,0,0,1
PMT-014255,INV-76009,V1013,IT Services,BU_Central,2023-04-24,11800.6,0,0,0
PMT-004525,INV-85668,V1016,Logistics,BU_West,2023-04-24,14343.74,0,0,0
PMT-007638,INV-67026,V1020,Logistics,BU_West,2023-04-24,6252.47,0,0,0
PMT-000956,INV-57290,V1042,Consulting,BU_South,2023-04-24,17363.4,0,0,1
PMT-005883,INV-87443,V1013,Office Supplies,BU_North,2023-04-24,2442.73,0,0,1
PMT-000360,INV-64381,V1003,Consulting,BU_West,2023-04-24,8841.97,0,0,0
PMT-007025,INV-44802,V1057,Consulting,BU_South,2023-04-24,45829.68,1,0,1
PMT-002224,INV-76828,V1007,IT Services,BU_East,2023-04-24,18566.89,0,0,0
PMT-008889,INV-36439,V1090,IT Services,BU_Central,2023-04-24,67553.17,1,0,0
PMT-013656,INV-85864,V1049,Office Supplies,BU_Central,2023-04-24,3627.41,0,0,0
PMT-012747,INV-89616,V1085,IT Services,BU_East,2023-04-24,71012.91,0,0,0
PMT-006878,INV-16953,V1029,Consulting,BU_West,2023-04-24,12059.45,0,0,0
PMT-006289,INV-80447,V1030,Consulting,BU_West,2023-04-24,4640.58,0,0,0
PMT-007721,INV-20680,V1056,IT Services,BU_Central,2023-04-24,69672.89,0,0,0
PMT-012848,INV-12057,V1096,Logistics,BU_East,2023-04-24,4862.58,0,0,0
PMT-005030,INV-47877,V1098,IT Services,BU_Central,2023-04-24,44507.67,0,0,0
PMT-006906,INV-40466,V1061,Office Supplies,BU_South,2023-04-24,4125.94,1,0,1
PMT-009836,INV-65348,V1012,Consulting,BU_Central,2023-04-24,43791.82,0,0,0
PMT-010913,INV-92115,V1049,IT Services,BU_Central,2023-04-24,27198.74,0,0,0
PMT-014181,INV-94265,V1014,Office Supplies,BU_Central,2023-04-24,3209.14,0,0,0
PMT-007154,INV-90244,V1054,IT Services,BU_North,2023-04-24,15940.18,0,0,1
PMT-000993,INV-27603,V1046,IT Services,BU_West,2023-04-24,15011.0,0,0,0
PMT-001570,INV-39697,V1018,Consulting,BU_South,2023-04-24,27508.1,0,0,1
PMT-007918,INV-21450,V1035,IT Services,BU_West,2023-04-24,65191.12,0,0,0
PMT-012509,INV-92362,V1050,Office Supplies,BU_East,2023-04-24,4492.83,0,0,0
PMT-002539,INV-10845,V1039,IT Services,BU_South,2023-04-25,51063.97,0,0,1
PMT-002108,INV-24599,V1011,Office Supplies,BU_East,2023-04-25,3369.98,0,0,0
PMT-005097,INV-25647,V1090,Logistics,BU_East,2023-04-25,1259.99,0,0,0
PMT-011910,INV-48442,V1084,IT Services,BU_South,2023-04-25,56388.39,0,0,1
PMT-007881,INV-59993,V1003,Consulting,BU_Central,2023-04-25,8029.5,0,0,0
PMT-006869,INV-15637,V1082,Consulting,BU_Central,2023-04-25,45747.7,0,0,0
PMT-009040,INV-10125,V1061,IT Services,BU_West,2023-04-25,9238.6,0,0,0
PMT-010128,INV-28354,V1088,Office Supplies,BU_South,2023-04-25,2480.6,0,0,1
PMT-002947,INV-25675,V1099,IT Services,BU_South,2023-04-25,41927.53,0,0,1
PMT-007031,INV-55952,V1057,IT Services,BU_South,2023-04-25,62786.7,0,0,1
PMT-000294,INV-58176,V1071,IT Services,BU_North,2023-04-25,10689.75,0,0,1
PMT-012352,INV-46992,V1072,IT Services,BU_South,2023-04-25,68828.18,0,0,1
PMT-006885,INV-79138,V1078,Facilities,BU_South,2023-04-25,7780.63,0,0,1
PMT-011311,INV-62255,V1085,IT Services,BU_Central,2023-04-25,31740.66,0,0,0
PMT-013401,INV-62305,V1092,IT Services,BU_North,2023-04-25,63598.45,0,0,1
PMT-011757,INV-60597,V1037,Logistics,BU_West,2023-04-25,7984.78,0,0,0
PMT-005384,INV-33938,V1001,IT Services,BU_West,2023-04-25,49067.13,0,0,0
PMT-007410,INV-95097,V1058,Consulting,BU_Central,2023-04-25,3795.68,0,0,0
PMT-009899,INV-49743,V1010,Consulting,BU_East,2023-04-25,38203.38,0,0,0
PMT-DUP-000297,INV-50677,V1026,IT Services,BU_North,2023-04-25,75304.95,1,0,1
PMT-012002,INV-75437,V1079,Consulting,BU_West,2023-04-25,5618.22,0,0,0
PMT-010384,INV-18222,V1078,Consulting,BU_North,2023-04-25,46774.85,0,0,1
PMT-003047,INV-24733,V1008,IT Services,BU_North,2023-04-25,30404.97,0,0,1
PMT-000911,INV-91232,V1098,IT Services,BU_West,2023-04-25,20426.54,0,0,0
PMT-012787,INV-57103,V1086,Logistics,BU_Central,2023-04-25,3948.17,0,0,0
PMT-011366,INV-64492,V1055,Logistics,BU_South,2023-04-25,7543.02,0,0,1
PMT-012633,INV-94017,V1026,Logistics,BU_Central,2023-04-25,10890.8,0,0,0
PMT-009834,INV-74036,V1023,IT Services,BU_West,2023-04-25,40733.43,0,0,0
PMT-000002,INV-81482,V1086,Consulting,BU_South,2023-04-25,37403.72,0,0,1
PMT-012420,INV-76253,V1031,Consulting,BU_Central,2023-04-25,29903.7,0,0,0
PMT-007611,INV-14326,V1091,Office Supplies,BU_South,2023-04-25,4396.29,0,0,1
PMT-014339,INV-18777,V1067,Logistics,BU_East,2023-04-25,8231.55,0,0,0
PMT-008130,INV-10853,V1030,IT Services,BU_West,2023-04-25,6518.7,0,0,0
PMT-003639,INV-15073,V1083,IT Services,BU_West,2023-04-25,27609.21,0,0,0
PMT-DUP-000333,INV-36439,V1090,IT Services,BU_Central,2023-04-25,67553.17,1,0,0
PMT-010390,INV-74816,V1019,IT Services,BU_Central,2023-04-25,58375.04,0,0,0
PMT-000898,INV-91033,V1088,Logistics,BU_East,2023-04-25,1583.42,0,0,0
PMT-001547,INV-44429,V1019,Consulting,BU_North,2023-04-25,21754.66,0,0,1
PMT-010945,INV-91641,V1013,Office Supplies,BU_East,2023-04-25,4383.83,0,0,0
PMT-003842,INV-54951,V1061,IT Services,BU_South,2023-04-26,51117.73,0,0,1
PMT-006512,INV-99385,V1068,Facilities,BU_East,2023-04-26,9570.29,0,0,0
PMT-002140,INV-72848,V1073,Logistics,BU_North,2023-04-26,2775.54,0,0,1
PMT-008624,INV-23990,V1071,IT Services,BU_East,2023-04-26,5732.92,0,0,0
PMT-002190,INV-77329,V1017,Office Supplies,BU_South,2023-04-26,1153.97,0,0,1
PMT-011854,INV-34158,V1066,IT Services,BU_South,2023-04-26,15911.85,0,0,1
PMT-013954,INV-82485,V1026,Logistics,BU_Central,2023-04-26,2490.49,0,0,0
PMT-014886,INV-12888,V1063,Office Supplies,BU_North,2023-04-26,993.5,0,0,1
PMT-011398,INV-91248,V1074,Office Supplies,BU_North,2023-04-26,4308.25,0,0,1
PMT-000862,INV-60272,V1013,IT Services,BU_East,2023-04-26,27745.64,0,0,0
PMT-001501,INV-76003,V1034,IT Services,BU_East,2023-04-26,55452.72,0,0,0
PMT-001970,INV-62870,V1096,IT Services,BU_West,2023-04-26,17820.23,0,0,0
PMT-006901,INV-99641,V1029,IT Services,BU_Central,2023-04-26,72100.07,1,0,0
PMT-014752,INV-37779,V1081,Logistics,BU_East,2023-04-26,7733.91,0,0,0
PMT-010894,INV-16937,V1069,Consulting,BU_South,2023-04-26,30762.25,0,0,1
PMT-007100,INV-84916,V1091,Consulting,BU_Central,2023-04-26,37027.78,0,0,0
PMT-000347,INV-23256,V1037,IT Services,BU_South,2023-04-26,43070.78,0,0,1
PMT-010097,INV-56103,V1079,Facilities,BU_East,2023-04-26,6706.93,0,0,0
PMT-004545,INV-21417,V1054,IT Services,BU_South,2023-04-26,21941.11,0,0,1
PMT-011352,INV-51776,V1035,Facilities,BU_South,2023-04-26,7568.34,0,0,1
PMT-002814,INV-33214,V1025,IT Services,BU_South,2023-04-26,37853.31,0,0,1
PMT-005439,INV-96932,V1073,Office Supplies,BU_West,2023-04-26,2523.76,0,0,0
PMT-011346,INV-39220,V1090,Consulting,BU_South,2023-04-26,38845.6,0,0,1
PMT-002454,INV-58349,V1092,Office Supplies,BU_South,2023-04-26,4846.25,0,0,1
PMT-002121,INV-33464,V1099,Facilities,BU_North,2023-04-26,7016.1,0,0,1
PMT-003586,INV-53011,V1034,IT Services,BU_North,2023-04-26,41226.06,0,0,1
PMT-009703,INV-78872,V1006,Facilities,BU_West,2023-04-26,7953.69,0,0,0
PMT-003417,INV-34684,V1088,IT Services,BU_West,2023-04-26,43364.42,0,0,0
PMT-002906,INV-47523,V1059,Logistics,BU_West,2023-04-26,3331.54,0,0,0
PMT-000671,INV-11056,V1001,Consulting,BU_Central,2023-04-26,15111.1,0,0,0
PMT-011713,INV-10609,V1054,Logistics,BU_South,2023-04-26,12268.4,0,0,1
PMT-000945,INV-89087,V1069,Consulting,BU_East,2023-04-26,37143.7,0,0,0
PMT-014778,INV-26151,V1013,Office Supplies,BU_East,2023-04-26,2545.59,0,0,0
PMT-007304,INV-85888,V1070,IT Services,BU_South,2023-04-26,63416.95,0,0,1
PMT-011113,INV-57916,V1034,Office Supplies,BU_Central,2023-04-26,2078.82,0,0,0
PMT-003128,INV-81825,V1031,Consulting,BU_West,2023-04-26,21815.5,0,0,0
PMT-004515,INV-12368,V1087,Facilities,BU_North,2023-04-26,9972.31,0,0,1
PMT-000796,INV-97486,V1019,Logistics,BU_East,2023-04-26,10694.11,0,0,0
PMT-014066,INV-35729,V1017,IT Services,BU_Central,2023-04-26,30216.96,0,0,0
PMT-012014,INV-79596,V1000,IT Services,BU_East,2023-04-26,76547.39,0,0,0
PMT-012916,INV-36332,V1073,Office Supplies,BU_Central,2023-04-26,2620.48,0,0,0
PMT-010596,INV-31941,V1027,Consulting,BU_South,2023-04-27,17594.89,0,0,1
PMT-004678,INV-30196,V1056,Consulting,BU_Central,2023-04-27,6677.38,0,0,0
PMT-013428,INV-56608,V1024,Consulting,BU_South,2023-04-27,12861.82,0,0,1
PMT-012441,INV-73688,V1027,Office Supplies,BU_South,2023-04-27,3707.07,0,0,1
PMT-001775,INV-43793,V1062,Logistics,BU_North,2023-04-27,5233.87,0,0,1
PMT-001957,INV-15017,V1046,Office Supplies,BU_North,2023-04-27,528.71,0,0,1
PMT-008123,INV-61897,V1022,Office Supplies,BU_North,2023-04-27,2941.57,0,0,1
PMT-006218,INV-88200,V1059,Office Supplies,BU_North,2023-04-27,1634.44,0,0,1
PMT-007824,INV-69103,V1074,Consulting,BU_South,2023-04-27,41034.55,0,0,1
PMT-010756,INV-89863,V1076,IT Services,BU_East,2023-04-27,9455.22,0,0,0
PMT-006695,INV-39493,V1086,IT Services,BU_West,2023-04-27,52018.72,0,0,0
PMT-000577,INV-66603,V1048,Logistics,BU_East,2023-04-27,10764.6,0,0,0
PMT-012362,INV-97181,V1025,IT Services,BU_North,2023-04-27,40816.3,0,0,1
PMT-003794,INV-57999,V1006,IT Services,BU_East,2023-04-27,36308.62,0,0,0
PMT-DUP-000289,INV-99641,V1029,IT Services,BU_Central,2023-04-27,72100.07,1,0,0
PMT-012146,INV-51988,V1080,Consulting,BU_North,2023-04-27,40483.61,0,0,1
PMT-007101,INV-79947,V1017,Facilities,BU_South,2023-04-27,5107.68,0,0,1
PMT-008360,INV-69780,V1053,IT Services,BU_Central,2023-04-27,27324.84,0,0,0
PMT-014162,INV-34253,V1005,Office Supplies,BU_East,2023-04-27,2210.49,0,0,0
PMT-001471,INV-36208,V1052,IT Services,BU_North,2023-04-27,24899.46,0,0,1
PMT-007613,INV-54935,V1065,Office Supplies,BU_East,2023-04-27,526.74,0,0,0
PMT-010255,INV-62345,V1012,Consulting,BU_North,2023-04-27,12688.53,0,0,1
PMT-004655,INV-16151,V1046,Consulting,BU_Central,2023-04-27,10742.5,0,0,0
PMT-008708,INV-42450,V1069,Consulting,BU_South,2023-04-27,6598.73,0,0,1
PMT-007659,INV-54147,V1078,Logistics,BU_Central,2023-04-27,1302.95,0,0,0
PMT-014522,INV-38261,V1051,Consulting,BU_South,2023-04-27,23049.77,0,0,1
PMT-013650,INV-86455,V1082,Consulting,BU_South,2023-04-27,43150.24,0,0,1
PMT-000013,INV-23238,V1029,Facilities,BU_East,2023-04-27,4995.84,0,0,0
PMT-009926,INV-18822,V1098,Logistics,BU_South,2023-04-27,6492.98,0,0,1
PMT-006211,INV-51252,V1075,Facilities,BU_West,2023-04-27,9796.64,0,0,0
PMT-013785,INV-95309,V1031,IT Services,BU_North,2023-04-27,36507.73,0,0,1
PMT-007417,INV-91736,V1022,IT Services,BU_South,2023-04-27,65780.15,0,0,1
PMT-003557,INV-71125,V1051,IT Services,BU_West,2023-04-27,35603.03,0,0,0
PMT-009088,INV-68184,V1067,Facilities,BU_North,2023-04-27,8910.09,0,0,1
PMT-004103,INV-79605,V1036,Office Supplies,BU_South,2023-04-27,3488.33,0,0,1
PMT-011226,INV-62840,V1042,Facilities,BU_East,2023-04-27,3418.14,0,0,0
PMT-012453,INV-56518,V1088,Logistics,BU_Central,2023-04-27,13496.17,0,0,0
PMT-010259,INV-87744,V1018,Consulting,BU_South,2023-04-27,17691.27,0,0,1
PMT-010156,INV-16077,V1097,Facilities,BU_South,2023-04-27,3776.64,0,0,1
PMT-012950,INV-57927,V1061,Consulting,BU_West,2023-04-27,4830.54,0,0,0
PMT-001124,INV-64028,V1046,IT Services,BU_North,2023-04-27,9773.07,0,0,1
PMT-009447,INV-96040,V1064,IT Services,BU_East,2023-04-28,42349.26,0,0,0
PMT-004836,INV-28500,V1045,Logistics,BU_East,2023-04-28,7374.46,0,0,0
PMT-007323,INV-61835,V1096,Consulting,BU_West,2023-04-28,39988.53,0,0,0
PMT-007312,INV-11566,V1010,IT Services,BU_Central,2023-04-28,32699.76,0,0,0
PMT-014627,INV-80905,V1072,Logistics,BU_Central,2023-04-28,1488.29,0,0,0
PMT-004920,INV-12832,V1027,IT Services,BU_Central,2023-04-28,59727.47,0,0,0
PMT-013313,INV-67879,V1087,Facilities,BU_South,2023-04-28,4515.23,0,0,1
PMT-005766,INV-32391,V1052,Logistics,BU_West,2023-04-28,14599.63,0,0,0
PMT-003640,INV-10561,V1033,IT Services,BU_Central,2023-04-28,61878.86,0,0,0
PMT-001480,INV-74122,V1066,IT Services,BU_North,2023-04-28,25555.37,0,0,1
PMT-008450,INV-46681,V1087,Consulting,BU_South,2023-04-28,46962.97,0,0,1
PMT-002980,INV-58600,V1038,Logistics,BU_East,2023-04-28,11776.24,0,0,0
PMT-004452,INV-17754,V1019,Consulting,BU_South,2023-04-28,39684.52,0,0,1
PMT-010275,INV-59663,V1044,Consulting,BU_East,2023-04-28,45601.51,0,0,0
